GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
873	0.206	0.00346	0.964	2.9236743	2.819276	1098.75	CBR1	carbonyl reductase 1
10234	0.206	0.00348	1.132	-2.9215059	-3.307188	69.74	LRRC17	leucine rich repeat containing 17
79763	0.207	0.00351	0.891	2.9195244	2.600344	240.02	ISOC2	isochorismatase domain containing 2
133482	0.21	0.00359	1.998	-2.9124322	-5.820304	23.94	SLCO6A1	solute carrier organic anion transporter family member 6A1
5327	0.21	0.00358	0.847	2.9126124	2.468255	411	PLAT	plasminogen activator, tissue type
6121	0.211	0.00362	1.643	-2.9098846	-4.779501	26.55	RPE65	retinoid isomerohydrolase RPE65
105378813	0.214	0.0037	1.787	-2.9024459	-5.185435	27.02	LOC105378813	uncharacterized LOC105378813
3990	0.214	0.0037	1.787	-2.9024459	-5.185435	27.02	LIPC	lipase C, hepatic type
10344	0.217	0.00376	2.686	2.897506	7.783624	28.78	CCL26	C-C motif chemokine ligand 26
152217	0.223	0.00395	1.022	2.881989	2.94666	117.61	NCBP2AS2	NCBP2 antisense 2 (head to head)
27065	0.223	0.00395	1.238	-2.8824468	-3.56923	65.42	NSG1	neuronal vesicle trafficking associated 1
2304	0.223	0.00391	0.782	2.8849798	2.256713	1002.51	FOXE1	forkhead box E1
107984198	0.223	0.00394	1.948	2.8830936	5.616162	70.68	LOC107984198	uncharacterized LOC107984198
105370413	0.223	0.00395	1.191	2.882157	3.433533	104.87	LOC105370413	uncharacterized LOC105370413
2109	0.223	0.0039	1.074	2.8862249	3.100184	1208.89	ETFB	electron transfer flavoprotein subunit beta
654790	0.223	0.00397	2.032	2.8805015	5.853756	42.11	PCP4L1	Purkinje cell protein 4 like 1
27134	0.223	0.00399	1.664	2.8792515	4.790109	40.22	TJP3	tight junction protein 3
2877	0.224	0.00402	1.052	2.8762918	3.025601	878.8	GPX2	glutathione peroxidase 2
89848	0.229	0.00412	0.872	-2.8691897	-2.501997	240.98	FCHSD1	FCH and double SH3 domains 1
57718	0.229	0.00413	1.218	-2.8678581	-3.492762	64.29	PPP4R4	protein phosphatase 4 regulatory subunit 4
644945	0.23	0.00417	1.185	-2.8653457	-3.396437	65.02	KRT16P3	keratin 16 pseudogene 3
102723356	0.23	0.0042	1.628	-2.8627379	-4.661551	36.85	ZFPM2-AS1	ZFPM2 antisense RNA 1
9355	0.23	0.00419	1.635	2.8633785	4.680751	75.34	LHX2	LIM homeobox 2
654346	0.23	0.00422	1.221	-2.861301	-3.494775	63.12	LGALS9C	galectin 9C
5013	0.231	0.00425	1.418	2.8588136	4.054634	49.18	OTX1	orthodenticle homeobox 1
112609	0.231	0.00425	1.299	2.8588983	3.71433	78.51	MRAP2	melanocortin 2 receptor accessory protein 2
112399	0.233	0.00431	1.006	2.8547532	2.873211	516.6	EGLN3	egl-9 family hypoxia inducible factor 3
339761	0.233	0.00433	1.291	-2.8531475	-3.683066	68.28	CYP27C1	cytochrome P450 family 27 subfamily C member 1
112268061	0.233	0.00434	1.077	-2.8519799	-3.072477	82.5	LOC112268061	uncharacterized LOC112268061
23462	0.234	0.00437	1.125	2.8504544	3.207112	201.74	HEY1	hes related family bHLH transcription factor with YRPW motif 1
342850	0.236	0.00443	2.688	2.8459365	7.649686	26.23	ANKRD62	ankyrin repeat domain 62
401138	0.242	0.00456	1.105	-2.8368225	-3.1344	80.69	AMTN	amelotin
163782	0.243	0.00459	1.252	-2.83445	-3.547925	98.63	KANK4	KN motif and ankyrin repeat domains 4
1366	0.245	0.00464	0.917	2.8308856	2.59618	417	CLDN7	claudin 7
57221	0.247	0.0047	1.432	2.8266209	4.046391	60.63	ARFGEF3	ARFGEF family member 3
60676	0.248	0.00473	1.614	2.8250989	4.560741	172.31	PAPPA2	pappalysin 2
255324	0.249	0.00477	1.468	-2.8221178	-4.142556	35.35	EPGN	epithelial mitogen
119	0.252	0.00484	1.716	2.8174076	4.833851	124.41	ADD2	adducin 2
6700	0.255	0.00492	0.785	-2.8124459	-2.20901	1379.34	SPRR2A	small proline rich protein 2A
107986198	0.257	0.00497	2.033	-2.8091525	-5.70996	19.96	LOC107986198	uncharacterized LOC107986198
135398	0.259	0.00503	1.289	-2.8053192	-3.617323	47.19	C6orf141	chromosome 6 open reading frame 141
9819	0.26	0.00506	0.793	-2.8032115	-2.221644	727.28	TSC22D2	TSC22 domain family member 2
81786	0.261	0.00509	0.943	2.8015101	2.641449	241.06	TRIM7	tripartite motif containing 7
1528	0.271	0.0053	1.029	2.7879958	2.867684	245.35	CYB5A	cytochrome b5 type A
9547	0.274	0.00539	0.799	-2.7828283	-2.222128	2000.41	CXCL14	C-X-C motif chemokine ligand 14
283234	0.279	0.00551	0.974	-2.7754743	-2.702748	135.08	CCDC88B	coiled-coil domain containing 88B
347902	0.279	0.0055	0.975	-2.7759508	-2.706015	127.43	AMIGO2	adhesion molecule with Ig like domain 2
83539	0.281	0.00559	2.24	2.7708769	6.206844	53.6	CHST9	carbohydrate sulfotransferase 9
148213	0.281	0.0056	1.335	-2.7703956	-3.699703	58.78	ZNF681	zinc finger protein 681
7039	0.284	0.00568	0.854	-2.7658766	-2.362238	381.37	TGFA	transforming growth factor alpha
13	0.286	0.00575	1.724	2.7615878	4.760334	58.96	AADAC	arylacetamide deacetylase
2892	0.286	0.00575	1.299	-2.7618017	-3.588413	68.07	GRIA3	glutamate ionotropic receptor AMPA type subunit 3
164284	0.287	0.00579	1.616	-2.7596201	-4.460925	27.06	APCDD1L	APC down-regulated 1 like
84501	0.294	0.00595	1.453	2.7506777	3.998103	117.63	SPIRE2	spire type actin nucleation factor 2
219285	0.295	0.00598	0.812	-2.7489417	-2.232207	477	SAMD9L	sterile alpha motif domain containing 9 like
6340	0.295	0.00601	1.287	-2.7472317	-3.536181	62.26	SCNN1G	sodium channel epithelial 1 subunit gamma
107986334	0.296	0.00605	1.014	-2.7452848	-2.783584	105.01	LOC107986334	uncharacterized LOC107986334
728034	0.297	0.00612	1.188	-2.7410508	-3.256864	73.34	BMS1P23	BMS1 pseudogene 23
1329	0.297	0.00611	0.819	2.741657	2.244561	592.87	COX5B	cytochrome c oxidase subunit 5B
113230	0.297	0.00612	2.679	2.741495	7.345359	21.6	MISP3	MISP family member 3
259173	0.298	0.00616	0.895	-2.7390307	-2.451562	235.61	ALS2CL	ALS2 C-terminal like
6785	0.302	0.00627	1.094	-2.733134	-2.989093	399.48	ELOVL4	ELOVL fatty acid elongase 4
105375244	0.302	0.00633	1.949	-2.7302252	-5.321587	18.83	LOC105375244	uncharacterized LOC105375244
23532	0.302	0.00632	1.853	2.7308041	5.060294	72.47	PRAME	PRAME nuclear receptor transcriptional regulator
200315	0.302	0.00631	1.061	-2.7312387	-2.897952	185.92	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A
79783	0.305	0.00641	1.22	-2.7260568	-3.325629	58.21	SUGCT	succinyl-CoA:glutarate-CoA transferase
768239	0.307	0.00648	2.069	-2.7226508	-5.632562	18.88	PSAPL1	prosaposin like 1
26256	0.307	0.00648	1.525	2.7224365	4.151682	130.52	CABYR	calcium binding tyrosine phosphorylation regulated
729252	0.313	0.00663	1.276	-2.7147645	-3.464845	115.58	KRT16P1	keratin 16 pseudogene 1
6701	0.314	0.00669	0.894	-2.7118754	-2.423368	336.01	SPRR2B	small proline rich protein 2B
445	0.314	0.00671	0.863	2.7109822	2.338725	286.84	ASS1	argininosuccinate synthase 1
5507	0.314	0.0067	1.334	2.7112828	3.616727	64.38	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
22949	0.315	0.00683	0.963	2.7052117	2.604547	853.02	PTGR1	prostaglandin reductase 1
8424	0.315	0.00683	1.353	-2.7048925	-3.660944	45.42	BBOX1	gamma-butyrobetaine hydroxylase 1
219927	0.315	0.0068	1.034	2.7062538	2.799189	352.23	MRPL21	mitochondrial ribosomal protein L21
10804	0.315	0.00677	0.765	-2.7078665	-2.070989	1826.61	GJB6	gap junction protein beta 6
145226	0.315	0.00679	1.291	-2.70716	-3.494331	62.1	RDH12	retinol dehydrogenase 12
6703	0.316	0.00688	0.797	-2.7024771	-2.15507	814.83	SPRR2D	small proline rich protein 2D
152519	0.316	0.00689	0.976	-2.7020389	-2.6378	205.01	NIPAL1	NIPA like domain containing 1
2191	0.316	0.00691	0.836	-2.70097	-2.25804	406.7	FAP	fibroblast activation protein alpha
200931	0.317	0.00699	1.728	2.6973111	4.66205	37.24	SLC51A	solute carrier family 51 subunit alpha
54809	0.317	0.00698	0.753	-2.6976562	-2.032016	4425.69	SAMD9	sterile alpha motif domain containing 9
353088	0.318	0.00703	1.3	-2.6952845	-3.503464	45.05	ZNF429	zinc finger protein 429
2222	0.32	0.00708	0.845	2.6928544	2.274226	910.71	FDFT1	farnesyl-diphosphate farnesyltransferase 1
284194	0.321	0.00712	1.377	-2.6911124	-3.706208	41.51	LGALS9B	galectin 9B
29937	0.322	0.00717	0.913	2.6890664	2.455562	329.79	NENF	neudesin neurotrophic factor
2878	0.322	0.00722	1.021	2.6864418	2.743398	324.29	GPX3	glutathione peroxidase 3
10105	0.322	0.00723	0.794	-2.6862868	-2.132467	651.08	PPIF	peptidylprolyl isomerase F
84733	0.327	0.00734	1.034	2.6810673	2.773336	141.58	CBX2	chromobox 2
2013	0.33	0.00745	0.826	2.6761753	2.209901	1407.37	EMP2	epithelial membrane protein 2
222663	0.332	0.00752	0.998	2.6727986	2.667192	137.25	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3
154664	0.332	0.00753	0.974	2.6723389	2.603523	999.86	ABCA13	ATP binding cassette subfamily A member 13
550113	0.334	0.00765	1.443	-2.6673527	-3.848546	34.99	LOC550113	uncharacterized LOC550113
64208	0.334	0.00758	1.453	-2.6701596	-3.88037	37.24	POPDC3	popeye domain containing 3
286133	0.334	0.00763	1.39	-2.6682068	-3.709431	40.31	SCARA5	scavenger receptor class A member 5
144501	0.334	0.00762	0.82	-2.6685847	-2.188123	1048.12	KRT80	keratin 80
9394	0.334	0.00769	0.814	2.6654123	2.169194	497.82	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
4129	0.334	0.0077	2.046	2.6650777	5.451737	31.91	MAOB	monoamine oxidase B
9945	0.335	0.00774	1.141	-2.6632778	-3.03854	87.67	GFPT2	glutamine-fructose-6-phosphate transaminase 2
11057	0.34	0.00787	0.823	2.6576902	2.186079	1671.53	ABHD2	abhydrolase domain containing 2, acylglycerol lipase
56169	0.346	0.00803	1.123	-2.6506358	-2.975911	459.4	GSDMC	gasdermin C
8784	0.351	0.00817	1.715	2.6450102	4.537279	33.89	TNFRSF18	TNF receptor superfamily member 18
5453	0.355	0.00829	1.825	-2.6402245	-4.818076	20.67	POU3F1	POU class 3 homeobox 1
80097	0.356	0.00833	0.845	2.6382864	2.229126	356.76	MZT2B	mitotic spindle organizing protein 2B
54544	0.358	0.00845	1.151	-2.6335325	-3.03033	207.72	CRCT1	cysteine rich C-terminal 1
84290	0.358	0.00847	0.962	2.632884	2.533335	171.53	CAPNS2	calpain small subunit 2
125111	0.358	0.00843	1.312	2.6342534	3.454876	57.29	GJD3	gap junction protein delta 3
6495	0.364	0.00862	1.073	2.6265802	2.817109	102.98	SIX1	SIX homeobox 1
26998	0.368	0.00881	1.14	2.6194909	2.985173	138.25	FETUB	fetuin B
84651	0.368	0.00876	0.886	-2.6214535	-2.32347	222.79	SPINK7	serine peptidase inhibitor Kazal type 7
160364	0.368	0.0088	1.702	-2.6196242	-4.458213	24.51	CLEC12A	C-type lectin domain family 12 member A
57834	0.368	0.00876	1.296	2.6212482	3.397572	766.69	CYP4F11	cytochrome P450 family 4 subfamily F member 11
148808	0.368	0.0089	1.373	2.6159205	3.592805	108.51	MFSD4A	major facilitator superfamily domain containing 4A
57464	0.368	0.00888	1.015	-2.616598	-2.656182	103.37	STRIP2	striatin interacting protein 2
159371	0.368	0.00891	1.271	2.6153676	3.324347	165.27	SLC35G1	solute carrier family 35 member G1
100874155	0.368	0.00894	1.8	2.6143542	4.705666	75.89	LINC00392	long intergenic non-protein coding RNA 392
51458	0.368	0.00896	1.3	-2.6135765	-3.398789	1579.44	RHCG	Rh family C glycoprotein
6352	0.368	0.00889	1.085	-2.6163801	-2.838133	119.16	CCL5	C-C motif chemokine ligand 5
573	0.371	0.00905	0.867	2.61002	2.263184	855.1	BAG1	BAG cochaperone 1
107987015	0.373	0.00913	1.198	-2.6070909	-3.123454	57.62	LOC107987015	
255738	0.374	0.00916	1.368	2.6060653	3.565243	141.93	PCSK9	proprotein convertase subtilisin/kexin type 9
2825	0.381	0.00938	1.626	-2.5979896	-4.224699	25.73	CMKLR2	chemerin chemokine-like receptor 2
6698	0.382	0.00941	0.757	-2.5968681	-1.965702	3384.03	SPRR1A	small proline rich protein 1A
83850	0.389	0.00964	0.934	-2.5884983	-2.416873	166.15	ESYT3	extended synaptotagmin 3
105374715	0.389	0.00963	1.588	-2.5890061	-4.111805	44.06	LOC105374715	uncharacterized LOC105374715
6422	0.39	0.0097	1.328	-2.5864955	-3.434333	70.09	SFRP1	secreted frizzled related protein 1
112268155	0.392	0.00976	0.829	2.5842319	2.142888	735.89	LOC112268155	
5621	0.396	0.00989	0.778	-2.5796779	-2.006025	1850.69	PRNP	prion protein
348938	0.399	0.00999	0.943	-2.5760569	-2.428027	164.4	NIPAL4	NIPA like domain containing 4
10966	0.4	0.01	1.025	2.5746362	2.639428	149.13	RAB40B	RAB40B, member RAS oncogene family
107985895	0.401	0.0101	1.821	-2.5731324	-4.685359	25.28	LOC107985895	uncharacterized LOC107985895
101927136	0.402	0.0101	1.708	2.5714156	4.391106	107.4	LOC101927136	uncharacterized LOC101927136
83872	0.402	0.0102	0.869	-2.5702969	-2.233862	883.38	HMCN1	hemicentin 1
10008	0.403	0.0102	1.4	2.5684797	3.596681	134.94	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3
53947	0.406	0.0103	1.017	2.5649962	2.608121	344.49	A4GALT	alpha 1,4-galactosyltransferase (P blood group)
105374158	0.408	0.0105	2.089	2.5594784	5.346126	29.3	LINC02066	long intergenic non-protein coding RNA 2066
285954	0.408	0.0105	1.922	-2.5599531	-4.919349	18.32	INHBA-AS1	INHBA antisense RNA 1
51200	0.408	0.0104	1.15	-2.561021	-2.945211	325.98	CPA4	carboxypeptidase A4
105376342	0.408	0.0104	1.744	2.5614392	4.468289	32.59	LOC105376342	uncharacterized LOC105376342
3872	0.412	0.0106	0.764	-2.5555456	-1.953093	27248.94	KRT17	keratin 17
112268092	0.412	0.0106	1.083	-2.5543464	-2.765172	83.32	LOC112268092	
342897	0.412	0.0107	0.889	-2.5535288	-2.270898	276.35	NCCRP1	NCCRP1, F-box associated domain containing
6647	0.413	0.0107	0.794	2.5518034	2.026274	996	SOD1	superoxide dismutase 1
4014	0.417	0.0108	1.45	-2.547812	-3.69516	39.97	LORICRIN	loricrin cornified envelope precursor protein
105374026	0.418	0.0109	1.558	-2.5459735	-3.965714	27.87	LOC105374026	uncharacterized LOC105374026
51222	0.427	0.0112	0.867	2.5377945	2.199439	273.77	ZNF219	zinc finger protein 219
84331	0.428	0.0112	1.307	2.5358295	3.314216	52.42	MCRIP2	MAPK regulated corepressor interacting protein 2
9377	0.429	0.0113	0.808	2.5346502	2.047077	554.45	COX5A	cytochrome c oxidase subunit 5A
84700	0.436	0.0115	1.934	-2.5281221	-4.889178	17.96	MYO18B	myosin XVIIIB
3119	0.437	0.0115	0.991	2.5264316	2.503231	233.81	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
92745	0.444	0.0117	1.192	-2.5198422	-3.004095	163.9	SLC38A5	solute carrier family 38 member 5
64843	0.444	0.0118	1.821	2.5189897	4.587938	35.48	ISL2	ISL LIM homeobox 2
107984805	0.449	0.0119	1.151	-2.5142208	-2.892944	92.71	LOC107984805	uncharacterized LOC107984805
401145	0.449	0.012	1.355	2.5130996	3.406469	166.59	CCSER1	coiled-coil serine rich protein 1
90381	0.449	0.012	1.168	2.5122845	2.933984	951.6	TICRR	TOPBP1 interacting checkpoint and replication regulator
64222	0.45	0.012	0.969	2.5112373	2.43344	274.37	TOR3A	torsin family 3 member A
7006	0.45	0.0121	1.2	-2.5102293	-3.013517	60.55	TEC	tec protein tyrosine kinase
107984338	0.456	0.0123	0.908	-2.5037061	-2.272994	185.5	LOC107984338	
100463488	0.456	0.0123	1.367	-2.5036496	-3.423174	42.73	MTRNR2L10	MT-RNR2 like 10 (pseudogene)
5720	0.456	0.0123	0.784	2.5025521	1.961649	891.29	PSME1	proteasome activator subunit 1
55107	0.457	0.0124	0.795	-2.5015252	-1.988599	2715.31	ANO1	anoctamin 1
340654	0.465	0.0126	1.448	-2.4941556	-3.610597	34.88	LIPM	lipase family member M
518	0.466	0.0127	0.83	2.491867	2.067677	480.54	ATP5MC3	ATP synthase membrane subunit c locus 3
8878	0.466	0.0127	0.845	2.4926736	2.105831	2096.01	SQSTM1	sequestosome 1
7325	0.466	0.0127	0.864	-2.4908368	-2.153155	329.5	UBE2E2	ubiquitin conjugating enzyme E2 E2
2938	0.467	0.0129	1.873	2.4874732	4.660131	36.64	GSTA1	glutathione S-transferase alpha 1
6263	0.467	0.0128	0.925	-2.4880925	-2.30243	327.29	RYR3	ryanodine receptor 3
94122	0.467	0.0129	1.732	2.4874763	4.309236	57.9	SYTL5	synaptotagmin like 5
1056	0.468	0.0129	2.095	2.4863485	5.209462	26.73	CEL	carboxyl ester lipase
2194	0.468	0.0129	0.777	2.4854326	1.930415	1442.61	FASN	fatty acid synthase
159963	0.469	0.013	1.551	-2.4835594	-3.850989	34.43	SLC5A12	solute carrier family 5 member 12
92359	0.473	0.0132	1.209	2.4795644	2.99819	66.74	CRB3	crumbs cell polarity complex component 3
6193	0.475	0.0133	0.914	2.4763275	2.264337	2162.02	RPS5	ribosomal protein S5
59271	0.475	0.0133	1.162	2.4768839	2.878188	174.96	EVA1C	eva-1 homolog C
57526	0.475	0.0133	1.715	2.4751559	4.244166	41.48	PCDH19	protocadherin 19
2564	0.475	0.0133	0.818	-2.4754038	-2.024973	489.79	GABRE	gamma-aminobutyric acid type A receptor subunit epsilon
9580	0.475	0.0134	0.93	2.4724246	2.299439	186.31	SOX13	SRY-box transcription factor 13
3801	0.475	0.0134	0.921	-2.4725243	-2.27777	435.73	KIFC3	kinesin family member C3
79983	0.475	0.0134	0.8	-2.4737579	-1.979538	1057.6	POF1B	POF1B actin binding protein
9788	0.477	0.0135	0.776	-2.4703169	-1.915807	1145.8	MTSS1	MTSS I-BAR domain containing 1
25925	0.478	0.0135	0.945	-2.4690725	-2.333774	145.55	ZNF521	zinc finger protein 521
388753	0.479	0.0137	1.148	2.4662375	2.832189	479.98	COA6	cytochrome c oxidase assembly factor 6
26154	0.479	0.0137	0.983	-2.4654792	-2.422523	618.72	ABCA12	ATP binding cassette subfamily A member 12
202915	0.479	0.0137	0.879	-2.4653141	-2.166824	223.71	TMEM184A	transmembrane protein 184A
285848	0.48	0.0138	1.643	-2.4616322	-4.044048	38.28	PNPLA1	patatin like phospholipase domain containing 1
143662	0.48	0.0138	1.078	-2.4612154	-2.652743	84.84	MUC15	mucin 15, cell surface associated
6712	0.48	0.0139	0.767	-2.4610587	-1.88791	2113.35	SPTBN2	spectrin beta, non-erythrocytic 2
81565	0.48	0.0138	0.814	-2.4618357	-2.004363	509.85	NDEL1	nudE neurodevelopment protein 1 like 1
284340	0.48	0.0138	1.238	2.4630194	3.049438	101.11	CXCL17	C-X-C motif chemokine ligand 17
51809	0.482	0.014	0.886	-2.4584273	-2.178637	267.79	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
6909	0.485	0.0141	1.343	2.4557595	3.297264	177.16	TBX2	T-box transcription factor 2
55356	0.485	0.0141	1.021	-2.4547159	-2.507015	117	SLC22A15	solute carrier family 22 member 15
1469	0.486	0.0142	2.108	2.4533327	5.171414	26.34	CST1	cystatin SN
445582	0.487	0.0142	1.654	2.4517998	4.054102	48.69	POTEE	POTE ankyrin domain family member E
118932	0.489	0.0143	0.99	-2.4496573	-2.426346	158.4	ANKRD22	ankyrin repeat domain 22
171392	0.492	0.0144	1.218	-2.4466598	-2.980319	68.83	ZNF675	zinc finger protein 675
105375503	0.501	0.0147	1.894	-2.4391397	-4.61881	20.71	LOC105375503	uncharacterized LOC105375503
84251	0.502	0.0149	1.025	-2.4353082	-2.495718	103.54	SGIP1	SH3GL interacting endocytic adaptor 1
2730	0.502	0.015	0.887	2.4321441	2.158301	838.86	GCLM	glutamate-cysteine ligase modifier subunit
100996763	0.502	0.0148	0.847	-2.4366611	-2.06504	298.1	NOTCH2NLB	notch 2 N-terminal like B
2052	0.502	0.0153	1.084	2.4262401	2.629426	449.84	EPHX1	epoxide hydrolase 1
7277	0.502	0.015	0.799	-2.4332771	-1.943691	611.62	TUBA4A	tubulin alpha 4a
200844	0.502	0.0151	0.992	-2.4293436	-2.410076	114.34	CFAP20DC	CFAP20 domain containing
84830	0.502	0.0151	1.308	-2.4294444	-3.176896	61.61	ADTRP	androgen dependent TFPI regulating protein
441478	0.502	0.0148	0.991	2.4370389	2.414039	397.43	NRARP	NOTCH regulated ankyrin repeat protein
64975	0.502	0.0153	0.875	2.4261724	2.122907	250.5	MRPL41	mitochondrial ribosomal protein L41
107984312	0.502	0.0152	1.436	-2.4270591	-3.484594	34.76	LOC107984312	
3709	0.502	0.0151	0.797	-2.4310317	-1.937914	713.97	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
8835	0.502	0.0152	1.163	2.4280409	2.824914	81.25	SOCS2	suppressor of cytokine signaling 2
57820	0.502	0.0152	0.999	2.4264167	2.424091	121.92	CCNB1IP1	cyclin B1 interacting protein 1
85495	0.502	0.0152	0.875	2.4270176	2.123058	30088.24	RPPH1	ribonuclease P RNA component H1
26791	0.502	0.0149	0.904	2.4338694	2.200996	770.19	SNORD58A	small nucleolar RNA, C/D box 58A
8612	0.502	0.0152	0.96	2.4266637	2.330795	146.58	PLPP2	phospholipid phosphatase 2
10038	0.503	0.0153	0.873	2.4245474	2.117768	30235.71	PARP2	poly(ADP-ribose) polymerase 2
273	0.508	0.0155	1.417	-2.4198986	-3.428144	36.7	AMPH	amphiphysin
29933	0.508	0.0156	1.401	-2.4190876	-3.390096	37.26	GPR132	G protein-coupled receptor 132
164832	0.517	0.0159	1.979	2.4106793	4.770225	39.52	LONRF2	LON peptidase N-terminal domain and ring finger 2
9965	0.517	0.0159	3.04	2.4115562	7.33098	21.04	FGF19	fibroblast growth factor 19
63874	0.517	0.016	0.966	2.4097362	2.327074	276.26	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B
100820829	0.517	0.016	1.157	-2.4098816	-2.787085	66.72	MYZAP	myocardial zonula adherens protein
401135	0.518	0.016	1.754	-2.4077945	-4.222274	21.02	SYT14P1	synaptotagmin 14 pseudogene 1
57502	0.518	0.016	1.754	-2.4077945	-4.222274	21.02	NLGN4X	neuroligin 4 X-linked
284443	0.521	0.0162	1.199	-2.4045945	-2.884122	55.97	ZNF493	zinc finger protein 493
100506465	0.522	0.0162	3.044	2.4036636	7.316963	20.84	LINC01234	long intergenic non-protein coding RNA 1234
51760	0.523	0.0163	1.273	2.4013136	3.057811	56.76	SYT17	synaptotagmin 17
84971	0.523	0.0163	1.007	2.4012281	2.416896	125.74	ATG4D	autophagy related 4D cysteine peptidase
